RequestID|StartDate|EndDate|AgencyCode|AgencyName|AgencyDivision|TypeOfNoticeCode|TypeOfNoticeDescription|CategoryCode|CategoryDescription|ShortTitle|SelectionMethodCode|SelectionMethodDescription|SectionID|SectionName|SpecialCaseReasonCode|SpecialCaseReasonDescription|PIN|DueDate|AddressToRequest|ContactName|ContactPhone|Email|AddressToSubmit|ContractAmount|RequestedBy|PhoneRequested|ConfirmationNumber|ContactFax|AdditionalDescription|OtherInfo|VendorName|VendorAddress|Printout
20141017028|2014-10-24 00:00:00|2014-10-24 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|OIL, LUBRICATING, AUTOMOTIVE, RE-REFINED|1|Competitive Sealed Bids|6|Procurement|||8571400268|||||||243400|someuser|5511234567|20141017028||||Circle Lubricants Inc.|35 Drexel Drive, Bay Shore, NY 11706|OIL, LUBRICATING, AUTOMOTIVE, RE-REFINED - Competitive Sealed Bids - PIN# 8571400268 - AMT: $243,400.00 - TO: Circle Lubricants Inc., 35 Drexel Drive, Bay Shore, NY 11706. 
20141112024|2014-11-19 00:00:00|2014-11-19 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|OIL, LUBRICATING, AUTOMOTIVE, VIRGIN|1|Competitive Sealed Bids|6|Procurement|||8571400356|||||||34717.5|someuser|5511234567|20141112024||||David Weber Oil Company|601 Industrial Road, Carlstadt, NJ 07072|OIL, LUBRICATING, AUTOMOTIVE, VIRGIN - Competitive Sealed Bids - PIN# 8571400356 - AMT: $34,717.50 - TO: David Weber Oil Company, 601 Industrial Road, Carlstadt, NJ 07072. 
20141124006|2014-12-02 00:00:00|2014-12-02 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|OIL, LUBRICATING, AUTOMOTIVE, VIRGIN|1|Competitive Sealed Bids|6|Procurement|||8571400356|||||||586956|someuser|5511234567|20141124006||||Circle Lubricants Inc|35 Drexel Drive, Bay Shore, NY 11706|OIL, LUBRICATING, AUTOMOTIVE, VIRGIN - Competitive Sealed Bids - PIN# 8571400356 - AMT: $586,956.00 - TO: Circle Lubricants Inc, 35 Drexel Drive, Bay Shore, NY 11706. 
20141222004|2014-12-30 00:00:00|2014-12-30 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|OIL, LUBRICATING, AUTOMOTIVE, VIRGIN|1|Competitive Sealed Bids|6|Procurement|||8571400356|||||||1068060.5|someuser|5511234567|20141222004||||BI-LO Industries Inc|145 Brook Avenue, Deer Park, NY 11729|OIL, LUBRICATING, AUTOMOTIVE, VIRGIN - Competitive Sealed Bids - PIN# 8571400356 - AMT: $1,068,060.50 - TO: BI-LO Industries Inc, 145 Brook Avenue, Deer Park, NY 11729. 
20141125017|2014-12-03 00:00:00|2014-12-03 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|PAPER, BOND, SUB. 16  AND  WATERMARK, SUB. 20|1|Competitive Sealed Bids|6|Procurement|||8571400480|||||||9690.8|someuser|5511234567|20141125017||||Paper Mart Inc|151 Ridgedale Ave., East Hanover, NJ 07936|PAPER, BOND, SUB. 16  AND  WATERMARK, SUB. 20 - Competitive Sealed Bids - PIN# 8571400480 - AMT: $9,690.80 - TO: Paper Mart Inc, 151 Ridgedale Ave., East Hanover, NJ 07936. 
20141009007|2014-10-17 00:00:00|2014-10-17 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|PEDESTRIAN BARRIERS|1|Competitive Sealed Bids|6|Procurement|||8571300457|||||||168500|someuser|5511234567|20141009007||||Edsal Machine Products, Inc.|126  56th Street, Brooklyn, NY,  11220|PEDESTRIAN BARRIERS - Competitive Sealed Bids - PIN# 8571300457 - AMT: $168,500.00 - TO: Edsal Machine Products, Inc., 126  56th Street, Brooklyn, NY,  11220. 
20141223004|2014-12-31 00:00:00|2014-12-31 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|PESTICIDES, MOSQUITO CONTROL (BRAND SPECIFIC)|1|Competitive Sealed Bids|6|Procurement|||8571400337|||||||4285403.25|someuser|5511234567|20141223004||||Clarke Mosquito Control Products Inc|110 E Irving Park Road, 4th FL, Roselle IL, 60172|PESTICIDES, MOSQUITO CONTROL (BRAND SPECIFIC) - Competitive Sealed Bids - PIN# 8571400337 - AMT: $4,285,403.25 - TO: Clarke Mosquito Control Products Inc, 110 E Irving Park Road, 4th FL, Roselle IL, 60172. 
20141114010|2014-11-21 00:00:00|2014-11-21 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|PHOTOGRAPHIC SUPPLIES BRAND SPECIFIC|1|Competitive Sealed Bids|6|Procurement|||8571400046|||||||238312.5|someuser|5511234567|20141114010||||Unique Photo Inc|123 Route 46, Fairfield, NJ 07004|PHOTOGRAPHIC SUPPLIES BRAND SPECIFIC - Competitive Sealed Bids - PIN# 8571400046 - AMT: $238,312.50 - TO: Unique Photo Inc, 123 Route 46, Fairfield, NJ 07004. 
20141002014|2014-10-09 00:00:00|2014-10-09 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|PHOTOGRAPHIC SUPPLIES BRAND SPECIFIC|1|Competitive Sealed Bids|6|Procurement|||8571400046|||||||63600|someuser|5511234567|20141002014||||Alkit Pro Camera, Inc.|20 Maple Place, Freeport, NY  11520|PHOTOGRAPHIC SUPPLIES BRAND SPECIFIC - Competitive Sealed Bids - PIN# 8571400046 - AMT: $63,600.00 - TO: Alkit Pro Camera, Inc., 20 Maple Place, Freeport, NY  11520. 
20141016020|2014-10-23 00:00:00|2014-10-23 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|PROPANE, COMPRESSED - RE-AD|1|Competitive Sealed Bids|6|Procurement|||8571400454|||||||366695|someuser|5511234567|20141016020||||McKinney Welding Supply Co Inc|1145 Bronx River Avenue, Bronx, NY 10472|PROPANE, COMPRESSED - RE-AD - Competitive Sealed Bids - PIN# 8571400454 - AMT: $366,695.00 - TO: McKinney Welding Supply Co Inc, 1145 Bronx River Avenue, Bronx, NY 10472. 
20141021016|2014-10-28 00:00:00|2014-10-28 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|QIAGEN SUPPLIES AND REAGENTS (BRAND SPEC)|1|Competitive Sealed Bids|6|Procurement|||8571400283|||||||582000|someuser|5511234567|20141021016||||Qiagen Inc.|27220 Turnberry Lane Suite 200, Valencia, CA 91355|QIAGEN SUPPLIES AND REAGENTS (BRAND SPEC) - Competitive Sealed Bids - PIN# 8571400283 - AMT: $582,000.00 - TO: Qiagen Inc., 27220 Turnberry Lane Suite 200, Valencia, CA 91355. 
20141117012|2014-11-24 00:00:00|2014-11-24 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SALT STOCKPILE COVERING-DSNY RE-AD|1|Competitive Sealed Bids|6|Procurement|||8571400468|||||||65225|someuser|5511234567|20141117012||||Simmons Covering Service Inc|338 Bashford Road, Valatie, NY 12184|SALT STOCKPILE COVERING-DSNY RE-AD - Competitive Sealed Bids - PIN# 8571400468 - AMT: $65,225.00 - TO: Simmons Covering Service Inc, 338 Bashford Road, Valatie, NY 12184. 
20141008020|2014-10-16 00:00:00|2014-10-16 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SALT, HIGHWAY DE-ICING|1|Competitive Sealed Bids|6|Procurement|||8571400452|||||||860300|someuser|5511234567|20141008020||||Morton Salt, Inc.|123 N Wacker Drive, Chicago, IL   60606|SALT, HIGHWAY DE-ICING - Competitive Sealed Bids - PIN# 8571400452 - AMT: $860,300.00 - TO: Morton Salt, Inc., 123 N Wacker Drive, Chicago, IL   60606. 
20141024018|2014-10-31 00:00:00|2014-10-31 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SALT, HIGHWAY DE-ICING|1|Competitive Sealed Bids|6|Procurement|||8571400452|||||||2016000|someuser|5511234567|20141024018||||Atlantic Salt Inc.|134 Middle Street, Suite 210, Lowell, MA. 01852|SALT, HIGHWAY DE-ICING - Competitive Sealed Bids - PIN# 8571400452 - AMT: $2,016,000.00 - TO: Atlantic Salt Inc., 134 Middle Street, Suite 210, Lowell, MA. 01852. 
20141205007|2014-12-12 00:00:00|2014-12-12 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SECURITY SYSTEMS  AND  SOLUTIONS - DOT|7|Intergovernmental Purchase|6|Procurement|5|Other (Describe below in Other Legally Mandated Information)|8571500184|||||||1298069.28|someuser|5511234567|20141205007|||OGS # PT 77201
Suppliers wishing to be considered for a contract with the Office of General Services of New York State are advised to contact the Procurement Services Group, Corning Tower, Room 3711, Empire State Plaza, Albany, NY 12242 or by phone: 518-474-6717.|SecureWatch24 LLC|One Pen Plaza, Suite 4000, New York, 10119|SECURITY SYSTEMS  AND  SOLUTIONS - DOT - Intergovernmental Purchase - PIN# 8571500184 - AMT: $1,298,069.28 - TO: SecureWatch24 LLC, One Pen Plaza, Suite 4000, New York, 10119.  OGS # PT 77201 Suppliers wishing to be considered for a contract with the Office of General Services of New York State are advised to contact the Procurement Services Group, Corning Tower, Room 3711, Empire State Plaza, Albany, NY 12242 or by phone: 518-474-6717.
20141218019|2014-12-26 00:00:00|2014-12-26 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SHELF STABLE FRUITS, VEG., FISH  AND  DESSERTS - DOC|1|Competitive Sealed Bids|6|Procurement|||8571500105|||||||950935.36|someuser|5511234567|20141218019||||Atlantic Beverage Company Inc|3775 Park Avenue, Edison, NJ 08820|SHELF STABLE FRUITS, VEG., FISH  AND  DESSERTS - DOC - Competitive Sealed Bids - PIN# 8571500105 - AMT: $950,935.36 - TO: Atlantic Beverage Company Inc, 3775 Park Avenue, Edison, NJ 08820. 
20141222002|2014-12-30 00:00:00|2014-12-30 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SHELF STABLE FRUITS, VEG., FISH  AND  DESSERTS - DOC|1|Competitive Sealed Bids|6|Procurement|||8571500105|||||||374502.4|someuser|5511234567|20141222002||||H Schrier  and  Company Inc|4901 Glenwood Road, Brooklyn, NY 11234|SHELF STABLE FRUITS, VEG., FISH  AND  DESSERTS - DOC - Competitive Sealed Bids - PIN# 8571500105 - AMT: $374,502.40 - TO: H Schrier  and  Company Inc, 4901 Glenwood Road, Brooklyn, NY 11234. 
20141218015|2014-12-26 00:00:00|2014-12-26 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SHELF STABLE FRUITS, VEG., FISH,  AND  DESSERTS - DOC|1|Competitive Sealed Bids|6|Procurement|||8571500105|||||||13984.32|someuser|5511234567|20141218015||||Universal Coffee Corp|123 47th Street, PO BOX 320187, Brooklyn, NY 11232|SHELF STABLE FRUITS, VEG., FISH,  AND  DESSERTS - DOC - Competitive Sealed Bids - PIN# 8571500105 - AMT: $13,984.32 - TO: Universal Coffee Corp, 123 47th Street, PO BOX 320187, Brooklyn, NY 11232. 
20141222022|2014-12-30 00:00:00|2014-12-30 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SHELF STABLE FRUITS, VEG., FISH,  AND  DESSERTS - DOC|1|Competitive Sealed Bids|6|Procurement|||857100105|||||||11918|someuser|5511234567|20141222022||||Hydrozyme Corp|444 East 86th Street 16-G, New York, NY 10028|SHELF STABLE FRUITS, VEG., FISH,  AND  DESSERTS - DOC - Competitive Sealed Bids - PIN# 857100105 - AMT: $11,918.00 - TO: Hydrozyme Corp, 444 East 86th Street 16-G, New York, NY 10028. 
20141222017|2014-12-30 00:00:00|2014-12-30 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SHELF STABLE FRUITS, VEG., FISH,  AND  DESSERTS - DOC|1|Competitive Sealed Bids|6|Procurement|||8571500105|||||||44986.35|someuser|5511234567|20141222017||||Mivila Corp DBA Mivila Foods|226 Getty Ave., Paterson, NJ 07503|SHELF STABLE FRUITS, VEG., FISH,  AND  DESSERTS - DOC - Competitive Sealed Bids - PIN# 8571500105 - AMT: $44,986.35 - TO: Mivila Corp DBA Mivila Foods, 226 Getty Ave., Paterson, NJ 07503. 
20141222016|2014-12-30 00:00:00|2014-12-30 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SHELF STABLE FRUITS, VEG., FISH,  AND  DESSERTS-DOC|1|Competitive Sealed Bids|6|Procurement|||85715B0064|||||||227518.12|someuser|5511234567|20141222016||||Robbins Sales Company Inc|P O Box 251, Syosset, NY, 11791|SHELF STABLE FRUITS, VEG., FISH,  AND  DESSERTS-DOC - Competitive Sealed Bids - PIN# 85715B0064 - AMT: $227,518.12 - TO: Robbins Sales Company Inc, P O Box 251, Syosset, NY, 11791. 
20141219003|2014-12-29 00:00:00|2014-12-29 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SHELF STABLE FRUITS, VEG., FISH, AND DESSERTS - DOC|1|Competitive Sealed Bids|6|Procurement|||8571500105|||||||67967.1|someuser|5511234567|20141219003||||Allied Food Products, Inc.|251 St. Marks, Avenue, Brooklyn, NY 11238|SHELF STABLE FRUITS, VEG., FISH, AND DESSERTS - DOC - Competitive Sealed Bids - PIN# 8571500105 - AMT: $67,967.10 - TO: Allied Food Products, Inc., 251 St. Marks, Avenue, Brooklyn, NY 11238. 
20141208004|2014-12-15 00:00:00|2014-12-15 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SIGN POST, STEEL, U CHANNEL|1|Competitive Sealed Bids|6|Procurement|||8571500079|||||||972795|someuser|5511234567|20141208004||||Garden State WHY Products Inc|1740 East Oak Road, Finland, NJ 08361|SIGN POST, STEEL, U CHANNEL - Competitive Sealed Bids - PIN# 8571500079 - AMT: $972,795.00 - TO: Garden State WHY Products Inc, 1740 East Oak Road, Finland, NJ 08361. 
20141223012|2014-12-31 00:00:00|2014-12-31 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|SWEEPER, 4-WHEEL COMPACT IND SHOP VAC - DSNY|1|Competitive Sealed Bids|6|Procurement|||85714B0246001|||||||1855097.28|someuser|5511234567|20141223012||||Global Environmental Products In|5405 Industrial Parkway, San Bernardino, CA. 92407|SWEEPER, 4-WHEEL COMPACT IND SHOP VAC - DSNY - Competitive Sealed Bids - PIN# 85714B0246001 - AMT: $1,855,097.28 - TO: Global Environmental Products In, 5405 Industrial Parkway, San Bernardino, CA. 92407. 
20141209002|2014-12-16 00:00:00|2014-12-16 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TELECOMMUNICATIONS SOLUTIONS - DOITT|7|Intergovernmental Purchase|6|Procurement|5|Other (Describe below in Other Legally Mandated Information)|8571500255|||||||361720.4|someuser|5511234567|20141209002|||OGS # PT 64525
Suppliers wishing to be considered for a contract with the Office of General Services of New York State are advised to contact the Procurement Services Group, Corning Tower, Room 3711, Empire State Plaza, Albany, NY 12242 or by phone: 518-474-6717.|Camelot Communications Group Inc. DBA/Coranet Cop. |2 Washington Street, Suite 701, New York, NY  10004|TELECOMMUNICATIONS SOLUTIONS - DOITT - Intergovernmental Purchase - PIN# 8571500255 - AMT: $361,720.40 - TO: Camelot Communications Group Inc. DBA/Coranet Cop. , 2 Washington Street, Suite 701, New York, NY  10004.  OGS # PT 64525 Suppliers wishing to be considered for a contract with the Office of General Services of New York State are advised to contact the Procurement Services Group, Corning Tower, Room 3711, Empire State Plaza, Albany, NY 12242 or by phone: 518-474-6717.
20141105011|2014-11-13 00:00:00|2014-11-13 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TERRY TOWELING AND SHEETING - DOC|1|Competitive Sealed Bids|6|Procurement|||8571400434|||||||803000|someuser|5511234567|20141105011||||Jag Textile Company|3349 Water Oak Street, Ft. Lauderdale, FL 33312|TERRY TOWELING AND SHEETING - DOC - Competitive Sealed Bids - PIN# 8571400434 - AMT: $803,000.00 - TO: Jag Textile Company, 3349 Water Oak Street, Ft. Lauderdale, FL 33312. 
20141028028|2014-11-05 00:00:00|2014-11-05 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TERRY TOWELING AND SHEETING - DOC|1|Competitive Sealed Bids|6|Procurement|||8571400434|||||||675000|someuser|5511234567|20141028028||||Tabb Textile Co Inc|511 Pleasant Drive, Opelika, AL 36801|TERRY TOWELING AND SHEETING - DOC - Competitive Sealed Bids - PIN# 8571400434 - AMT: $675,000.00 - TO: Tabb Textile Co Inc, 511 Pleasant Drive, Opelika, AL 36801. 
20141222006|2014-12-30 00:00:00|2014-12-30 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TOOLS, WINTER AND SUMMER (CSH)|1|Competitive Sealed Bids|6|Procurement|||8571400390|||||||517396|someuser|5511234567|20141222006||||Colonial Hardware Corp.|33 Commerce Street, Springfield, NJ 07081|TOOLS, WINTER AND SUMMER (CSH) - Competitive Sealed Bids - PIN# 8571400390 - AMT: $517,396.00 - TO: Colonial Hardware Corp., 33 Commerce Street, Springfield, NJ 07081. 
20141204016|2014-12-11 00:00:00|2014-12-11 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TOOLS:  ELECTRICIAN|1|Competitive Sealed Bids|6|Procurement|||8571400375|||||||306000|someuser|5511234567|20141204016||||Redlyn Electric Corp DBA Louis Shiffman Electric|542 Wortman Avenue, Brooklyn, NY 11208|TOOLS:  ELECTRICIAN - Competitive Sealed Bids - PIN# 8571400375 - AMT: $306,000.00 - TO: Redlyn Electric Corp DBA Louis Shiffman Electric, 542 Wortman Avenue, Brooklyn, NY 11208. 
20141110013|2014-11-18 00:00:00|2014-11-18 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TRAILER, TWO HORSE, NYPD|1|Competitive Sealed Bids|6|Procurement|||8571400029|||||||1517250|someuser|5511234567|20141110013||||M H Eby Inc|1194 Main Street, PO BOX 127, Blue Ball, PA 17506|TRAILER, TWO HORSE, NYPD - Competitive Sealed Bids - PIN# 8571400029 - AMT: $1,517,250.00 - TO: M H Eby Inc, 1194 Main Street, PO BOX 127, Blue Ball, PA 17506. 
20141204024|2014-12-11 00:00:00|2014-12-11 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TRUCK, 100` REAR MOUNT AERIAL LADDER - FDNY|1|Competitive Sealed Bids|6|Procurement|||8571400284|||||||16689870|someuser|5511234567|20141204024||||Ferrara Fire Apparatus, Inc.|P.O. Box 249, 27855 James Chapel Road, Holden, LA 70744|TRUCK, 100` REAR MOUNT AERIAL LADDER - FDNY - Competitive Sealed Bids - PIN# 8571400284 - AMT: $16,689,870.00 - TO: Ferrara Fire Apparatus, Inc., P.O. Box 249, 27855 James Chapel Road, Holden, LA 70744. 
20141030017|2014-11-07 00:00:00|2014-11-07 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TRUCK, JET RODDER  AND  VACUUM CLEANING - DSNY|1|Competitive Sealed Bids|6|Procurement|||8571400076|||||||5674248.16|someuser|5511234567|20141030017||||Gabrielli Truck Sales Ltd.|153-20 South Conduit Avenue, Jamaica,  NY 11434|TRUCK, JET RODDER  AND  VACUUM CLEANING - DSNY - Competitive Sealed Bids - PIN# 8571400076 - AMT: $5,674,248.16 - TO: Gabrielli Truck Sales Ltd., 153-20 South Conduit Avenue, Jamaica,  NY 11434. 
20141128006|2014-12-05 00:00:00|2014-12-05 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|TRUCK, LARGE COMBINATION JET RODDER  AND  VACUUM-CITYWIDE|1|Competitive Sealed Bids|6|Procurement|||8571400446|||||||10608030|someuser|5511234567|20141128006||||Gabrielli Truck Sales LTD|153-20 South Conduit Avenue, Jamaica, NY 11434|TRUCK, LARGE COMBINATION JET RODDER  AND  VACUUM-CITYWIDE - Competitive Sealed Bids - PIN# 8571400446 - AMT: $10,608,030.00 - TO: Gabrielli Truck Sales LTD, 153-20 South Conduit Avenue, Jamaica, NY 11434. 
20141022002|2014-10-29 00:00:00|2014-10-29 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|UNIFORMS (DOB / OEM)|1|Competitive Sealed Bids|6|Procurement|||8571300197|||||||580333.15|someuser|5511234567|20141022002||||Uniforms By Park Coats Inc.|790 3rd Avenue, Brooklyn, NY, 11232|UNIFORMS (DOB / OEM) - Competitive Sealed Bids - PIN# 8571300197 - AMT: $580,333.15 - TO: Uniforms By Park Coats Inc., 790 3rd Avenue, Brooklyn, NY, 11232. 
20141103014|2014-11-12 00:00:00|2014-11-12 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|1|Goods|VEHICLE, 12 PASSENGER VAN, NYPD|1|Competitive Sealed Bids|6|Procurement|||8571400342|||||||14784600|someuser|5511234567|20141103014||||Major World Chevrolet, LLC|43-40 Northern Boulevard, Long Island City, NY 11101|VEHICLE, 12 PASSENGER VAN, NYPD - Competitive Sealed Bids - PIN# 8571400342 - AMT: $14,784,600.00 - TO: Major World Chevrolet, LLC, 43-40 Northern Boulevard, Long Island City, NY 11101. 
20141211012|2014-12-18 00:00:00|2014-12-18 00:00:00|856|Citywide Administrative Services|Office of Citywide Procurement|2|Award|2|Goods and Services|WATERWAY DEBRIS, REMOVAL, STORAGE AND DISPOSAL|1|Competitive Sealed Bids|6|Procurement|||8571400427|||||||1188100|someuser|5511234567|20141211012||||Custom Marine, Inc.|23 Hickory Hill Drive, Dobbs Ferry, NY 10522|WATERWAY DEBRIS, REMOVAL, STORAGE AND DISPOSAL - Competitive Sealed Bids - PIN# 8571400427 - AMT: $1,188,100.00 - TO: Custom Marine, Inc., 23 Hickory Hill Drive, Dobbs Ferry, NY 10522. 
20141126028|2014-12-04 00:00:00|2014-12-04 00:00:00|856|Citywide Administrative Services||1|Solicitation|1|Goods|AIR PURIFYING RESPIRATORS, GRP  AND  ACCESSORIES|1|Competitive Sealed Bids|6|Procurement|||8571500212|2015-01-07 10:30:00|1 Centre Street, 18th Floor, New York, NY 10007-1602 |Wendy Almonte|2123860471|walmonte@dcas.nyc.gov|1 Centre Street, 18th Floor, New York, NY 10007-1602 ||someuser|5511234567|20141126028|2123133198|A copy of the bid can be downloaded from City Record Online at http://a856-internet.nyc.gov/nycvendoronline/home.asp . Enrollment is free. Vendor may also request the bid by contacting Vendor Relations via email at dcasdmssbids@dcas.nyc.gov, by telephone at 212-669-8610.||||AIR PURIFYING RESPIRATORS, GRP  AND  ACCESSORIES - Competitive Sealed Bids - PIN# 8571500212 - Due 1-7-15 at 10:30 A.M.  A copy of the bid can be downloaded from City Record Online at http://a856-internet.nyc.gov/nycvendoronline/home.asp . Enrollment is free. Vendor may also request the bid by contacting Vendor Relations via email at dcasdmssbids@dcas.nyc.gov, by telephone at 212-669-8610.
20141028008|2014-11-05 00:00:00|2014-11-05 00:00:00|856|Citywide Administrative Services||1|Solicitation|1|Goods|AMMUNITION: SPEER 9 MM LUGER 124 GR (BRAND SPECIFIC)|1|Competitive Sealed Bids|6|Procurement|||8571500013|2014-11-19 10:30:00|1 Centre Street, 18th Floor, New York, NY 10007|Vincent Edwards|2123860431|vedwards@dcas.nyc.gov|1 Centre Street, 18th Floor, New York, NY 10007||someuser|5511234567|20141028008||A copy of the bid can be downloaded from the city record online site at http://a856-internet.nyc.gov/nyvendoronline/home.asp Enrollment is free. Vendors may also request the bid by contacting vendor relations via email at dcasdmssbids@dcas.nyc.gov, by telephone at 212-669-8510 or by fax at 212-669-7603.||||AMMUNITION: SPEER 9 MM LUGER 124 GR (BRAND SPECIFIC) - Competitive Sealed Bids - PIN# 8571500013 - Due 11-19-14 at 10:30 A.M.  A copy of the bid can be downloaded from the city record online site at http://a856-internet.nyc.gov/nyvendoronline/home.asp Enrollment is free. Vendors may also request the bid by contacting vendor relations via email at dcasdmssbids@dcas.nyc.gov, by telephone at 212-669-8510 or by fax at 212-669-7603.
20141105020|2014-11-13 00:00:00|2014-11-19 00:00:00|856|Citywide Administrative Services||1|Solicitation|1|Goods|ART PANEL STORAGE SYSTEM|5|Negotiated Acquisition|6|Procurement|5|Other (Describe below in Other Legally Mandated Information)|8571500182|2014-12-08 09:00:00|1 Centre Street, 18th Floor, New York NY 10007|Jeanette Cheung|2123860465|jcheung@dcas.nyc.gov|1 Centre Street, 18th Floor, New York NY 10007||someuser|5511234567|20141105020|2123133382|EPIN# 85715N0001. This is a notification of intent by Department of Citywide Administrative Services to enter into negotiations for an art storage system for the Rubin Museum of Art, on behalf of the Department of Cultural Affairs (DCLA).   There is a limited number of suppliers available and able to perform the work. Any firm which believes it can also provide this category of service and would like to be considered are invited to contact DCAS, 1 Centre Street, 18th floor, NY, NY 10007, Attn: Jeanette Cheung, 212-386-0465, jcheung@dcas.nyc.gov no later than 12-8-2014.  ||||ART PANEL STORAGE SYSTEM - Negotiated Acquisition - PIN# 8571500182 - Due 12-8-14 at 9:00 A.M.  EPIN# 85715N0001. This is a notification of intent by Department of Citywide Administrative Services to enter into negotiations for an art storage system for the Rubin Museum of Art, on behalf of the Department of Cultural Affairs (DCLA).   There is a limited number of suppliers available and able to perform the work. Any firm which believes it can also provide this category of service and would like to be considered are invited to contact DCAS, 1 Centre Street, 18th floor, NY, NY 10007, Attn: Jeanette Cheung, 212-386-0465, jcheung@dcas.nyc.gov no later than 12-8-2014.  
20141215002|2014-12-12 00:00:00|2014-12-12 00:00:00|856|Citywide Administrative Services||1|Solicitation|1|Goods|CORRECTION: GYMNASIUM  AND  EXERCISE EQUIPMENT (BRAND SPECIFIC)|1|Competitive Sealed Bids|6|Procurement|||8571500024|2014-12-17 10:30:00|1 Centre Street, 18th Floor, New York, NY 10007|Wilfred Anigekwu|2123866285|wanigekwu@dcas.nyc.gov|1 Centre Street, 18th Floor, New York, NY 10007||someuser|5511234567|20141215002||CORRECTION: A copy of the bid can be downloaded from the City Record online site at http://a856- internet.nyc.gov/nycvendoronline/home.asp Enrollment is free. Vendors may also request the bid by contacting Vendor Relations via e-mail at dcasdmssbids@dcas.nyc.gov by telephone at 212-669-2610 or by fax at 212-669-7603||||CORRECTION: GYMNASIUM  AND  EXERCISE EQUIPMENT (BRAND SPECIFIC) - Competitive Sealed Bids - PIN# 8571500024 - Due 12-17-14 at 10:30 A.M.  CORRECTION: A copy of the bid can be downloaded from the City Record online site at http://a856- internet.nyc.gov/nycvendoronline/home.asp Enrollment is free. Vendors may also request the bid by contacting Vendor Relations via e-mail at dcasdmssbids@dcas.nyc.gov by telephone at 212-669-2610 or by fax at 212-669-7603
